palabra,sentimiento
enfermizo,negativo
enfermizo,tristeza
enfermo,miedo
enfermo,negativo
enfermo,tristeza
enfermo,asco
enfermo,miedo
enfermo,negativo
enfermo,tristeza
enfermo,enfado
enfermo,asco
enfermo,miedo
enfermo,negativo
enfermo,tristeza
enfermos,asco
enfermos,negativo
enfermos,tristeza
enganchada,negativo
enganchado,negativo
engancharse,negativo
engancharse,sorpresa
engañada,enfado
engañada,negativo
engañado,enfado
engañado,negativo
engañar,enfado
engañar,asco
engañar,negativo
engañar,enfado
engañar,asco
engañar,negativo
engañar,tristeza
engañar,enfado
engañar,negativo
engañar,enfado
engañar,miedo
engañar,negativo
engañar,confianza
engaño,enfado
engaño,asco
engaño,miedo
engaño,negativo
engaño,tristeza
engaño,sorpresa
engaño,negativo
engaño,enfado
engaño,miedo
engaño,negativo
engaño,tristeza
engaño,negativo
engañoso,asco
engañoso,negativo
engañoso,tristeza
engañoso,negativo
engañoso,confianza
engañoso,negativo
engañoso,enfado
engañoso,asco
engañoso,negativo
engatusar,confianza
engranaje,positivo
engreída,negativo
engreído,negativo
enigma,sorpresa
enigmático,miedo
enigmático,negativo
enjambre,asco
enjuiciamiento,asco
enjuiciamiento,negativo
enjuiciar,enfado
enjuiciar,miedo
enjuiciar,negativo
enjuiciar,tristeza
enlace,negativo
enloquecer,enfado
enloquecer,miedo
enloquecer,negativo
enloquecida,enfado
enloquecida,negativo
enloquecido,enfado
enloquecido,negativo
enlosada,negativo
enlosado,negativo
enmendar,positivo
enojada,enfado
enojada,asco
enojada,negativo
enojada,enfado
enojada,asco
enojada,miedo
enojada,negativo
enojada,tristeza
enojado,enfado
enojado,asco
enojado,negativo
enojado,enfado
enojado,asco
enojado,miedo
enojado,negativo
enojado,tristeza
enorme,enfado
enorme,asco
enorme,negativo
enraizada,positivo
enraizada,confianza
enraizado,positivo
enraizado,confianza
enreda,negativo
enreda,enfado
enredada,enfado
enredada,asco
enredada,miedo
enredada,negativo
enredada,tristeza
enredada,negativo
enredado,enfado
enredado,asco
enredado,miedo
enredado,negativo
enredado,tristeza
enredado,negativo
enredo,negativo
enredo,enfado
enriquecer,positivo
ensenada,anticipación
ensenada,asco
ensenada,miedo
ensenada,alegría
ensenada,positivo
enseñar,alegría
enseñar,positivo
enseñar,sorpresa
enseñar,confianza
enseñó,confianza
ensueño,alegría
ensueño,positivo
ensueño,confianza
entender mal,negativo
enterrada,miedo
enterrada,negativo
enterrada,tristeza
enterrado,miedo
enterrado,negativo
enterrado,tristeza
enterrador,tristeza
enterrar,tristeza
enterrar,negativo
enterrar,tristeza
entierro,enfado
entierro,miedo
entierro,negativo
entierro,tristeza
entierro,negativo
entierro,tristeza
entonación,positivo
entrada,enfado
entrada,sorpresa
entrañas,asco
entrañas,negativo
entrega,anticipación
entrega,positivo
entrenador,confianza
entrenador,confianza
entretener,alegría
entretener,positivo
entretener,alegría
entretener,positivo
entretenida,alegría
entretenida,positivo
entretenida,anticipación
entretenida,alegría
entretenida,positivo
entretenido,alegría
entretenido,positivo
entretenido,anticipación
entretenido,alegría
entretenido,positivo
entretenimiento,anticipación
entretenimiento,alegría
entretenimiento,positivo
entretenimiento,sorpresa
entretenimiento,confianza
entrevistador,miedo
entrometerse,enfado
entrometerse,negativo
entumecida,negativo
entumecido,negativo
entumecimiento,negativo
entumecimiento,tristeza
entusiasmo,anticipación
entusiasmo,alegría
entusiasmo,positivo
entusiasmo,sorpresa
entusiasta,anticipación
entusiasta,alegría
entusiasta,positivo
entusiasta,sorpresa
envenenada,enfado
envenenada,asco
envenenada,miedo
envenenada,negativo
envenenada,tristeza
envenenado,enfado
envenenado,asco
envenenado,miedo
envenenado,negativo
envenenado,tristeza
envenenamiento,asco
envenenamiento,negativo
enviar,anticipación
enviar,anticipación
envidioso,negativo
épico,positivo
epidemia,enfado
epidemia,anticipación
epidemia,asco
epidemia,miedo
epidemia,negativo
epidemia,tristeza
epidemia,sorpresa
epilepsia,negativo
episcopal,confianza
epitafio,tristeza
epítome,positivo
equidad,positivo
equilibrada,positivo
equilibrado,positivo
equilibrar,positivo
equilibrio,positivo
equipo,confianza
equipo,confianza
equivalente,confianza
equivocada,asco
equivocada,negativo
equivocada,miedo
equivocada,negativo
equivocado,asco
equivocado,negativo
equivocado,miedo
equivocado,negativo
ermitaño,tristeza
ermitaño,confianza
erosión,negativo
erótico,anticipación
erótico,alegría
erótico,negativo
erótico,positivo
erótico,sorpresa
erótico,confianza
erradicación,enfado
erradicación,asco
erradicación,miedo
erradicación,negativo
erradicar,enfado
erradicar,negativo
errar,negativo
errata,negativo
errático,negativo
errático,sorpresa
erróneamente,enfado
erróneamente,miedo
erróneamente,negativo
erróneamente,tristeza
erróneo,negativo
erróneo,enfado
erróneo,negativo
error,negativo
error,tristeza
error,negativo
error,tristeza
erudito,positivo
erudito,positivo
erupción,enfado
erupción,miedo
erupción,negativo
erupción,sorpresa
erupción,asco
erupción,negativo
esbelto,positivo
escabroso,negativo
escabullirse,negativo
escalar,enfado
escalar,negativo
escama,negativo
escamoso,negativo
escándalo,enfado
escándalo,negativo
escándalo,tristeza
escándalo,miedo
escándalo,negativo
escándalo,negativo
escandaloso,enfado
escandaloso,negativo
escapada,miedo
escapado,miedo
escapar,anticipación
escapar,miedo
escapar,negativo
escapar,positivo
escape,negativo
escaramuza,enfado
escaramuza,negativo
escasamente,negativo
escasamente,tristeza
escasez,enfado
escasez,asco
escasez,negativo
escasez,tristeza
escasez,enfado
escasez,miedo
escasez,negativo
escasez,tristeza
escasez,enfado
escasez,miedo
escasez,negativo
escasez,tristeza
escaso,negativo
escaso,miedo
escaso,negativo
escaso,tristeza
escatimar,miedo
escatimar,negativo
escatimar,tristeza
escéptico,confianza
escéptico,negativo
esclavitud,miedo
esclavitud,negativo
esclavitud,tristeza
esclavitud,negativo
esclavitud,enfado
esclavitud,asco
esclavitud,miedo
esclavitud,negativo
esclavitud,tristeza
esclavizada,enfado
esclavizada,asco
esclavizada,miedo
esclavizada,negativo
esclavizada,tristeza
esclavizado,enfado
esclavizado,asco
esclavizado,miedo
esclavizado,negativo
esclavizado,tristeza
esclavizar,negativo
esclavo,enfado
esclavo,miedo
esclavo,negativo
esclavo,tristeza
escocés,negativo
escolta,confianza
escombros,asco
escombros,negativo
escombros,miedo
escombros,negativo
escombros,tristeza
esconder,miedo
escoria,asco
escoria,negativo
escoria,negativo
escorpión,enfado
escorpión,asco
escorpión,miedo
escorpión,negativo
escorpión,sorpresa
escozor,negativo
escriba,positivo
escritor,positivo
escritura,confianza
escritura,enfado
escritura,negativo
escrutinio,negativo
escudete,confianza
escudriñar,anticipación
escudriñar,negativo
escultura,positivo
escupir,asco
esencial,positivo
esforzarse,anticipación
esfuerzo,positivo
esfuerzo,anticipación
esfuerzo,positivo
esfuerzos,negativo
esguince,negativo
esguince,tristeza
espacioso,positivo
espaldarazo,anticipación
espaldarazo,alegría
espaldarazo,positivo
espaldarazo,sorpresa
espaldarazo,confianza
espantada,asco
espantada,miedo
espantada,negativo
espantada,sorpresa
espantado,asco
espantado,miedo
espantado,negativo
espantado,sorpresa
espantapájaros,miedo
espantapájaros,negativo
espantapájaros,positivo
espantosamente,alegría
espantosamente,positivo
espantosamente,sorpresa
espantosamente,sorpresa
espantoso,enfado
espantoso,miedo
espantoso,negativo
espantoso,tristeza
espasmo,miedo
espasmo,negativo
especia,positivo
especial,alegría
especial,positivo
especialista,confianza
especializarse,confianza
espectacular,anticipación
espectacular,sorpresa
espectáculo,confianza
espectáculo,negativo
espectáculo,positivo
espectral,negativo
espectro,miedo
espectro,negativo
espectro,tristeza
espectro,miedo
espectro,negativo
especulación,miedo
especulación,negativo
especulación,tristeza
especulativo,anticipación
espejismo,negativo
espejismo,sorpresa
espeluznante,asco
espeluznante,miedo
espeluznante,negativo
espeluznante,asco
espeluznante,negativo
esperada,anticipación
esperado,anticipación
esperando,anticipación
esperanza,anticipación
esperanza,alegría
esperanza,positivo
esperanza,sorpresa
esperanza,confianza
esperanzada,anticipación
esperanzada,alegría
esperanzada,positivo
esperanzada,sorpresa
esperanzada,confianza
esperanzado,anticipación
esperanzado,alegría
esperanzado,positivo
esperanzado,sorpresa
esperanzado,confianza
esperar,anticipación
esperar,anticipación
esperar,positivo
esperar,sorpresa
esperar,confianza
espere,anticipación
espere,negativo
espiga,miedo
espina,enfado
espina,negativo
espina,positivo
espina,negativo
espinilla,asco
espinilla,negativo
espinoso,negativo
espinoso,miedo
espinoso,negativo
espionaje,negativo
espionaje,negativo
espíritu,positivo
espíritu,enfado
espíritu,alegría
espíritu,negativo
espíritu,tristeza
espíritu,positivo
espíritu,anticipación
espíritu,alegría
espíritu,positivo
espíritu,sorpresa
espléndida,alegría
espléndida,positivo
espléndida,sorpresa
espléndido,alegría
espléndido,positivo
espléndido,sorpresa
esplendor,anticipación
esplendor,alegría
esplendor,positivo
esplendor,sorpresa
esponja,negativo
esposa,alegría
esposa,positivo
esposa,confianza
espuma,negativo
espurio,negativo
espurio,asco
espurio,negativo
esquema,negativo
esquizofrenia,enfado
esquizofrenia,asco
esquizofrenia,miedo
esquizofrenia,negativo
esquizofrenia,tristeza
estable,positivo
estable,confianza
estable,sorpresa
estable,confianza
establecer,confianza
establecida,alegría
establecida,positivo
establecido,alegría
establecido,positivo
estacada,negativo
estacionario,negativo
estadístico,confianza
estafador,negativo
estallar,enfado
estallar,negativo
estallar,sorpresa
estancada,negativo
estancada,tristeza
estancado,negativo
estancado,tristeza
estancamiento,enfado
estancamiento,asco
estante,negativo
estante,tristeza
estar a pie,tristeza
estatua,positivo
estatus,positivo
estelar,positivo
estereotipo,negativo
estéril,negativo
estéril,tristeza
estéril,negativo
estéril,tristeza
esterilidad,negativo
esterilidad,tristeza
esterilidad,negativo
esteriotipada,negativo
esteriotipado,negativo
estética,alegría
estética,positivo
estético,positivo
estético,positivo
estiércol,asco
estiércol,asco
estiércol,negativo
estiércol,asco
estiércol,negativo
estigma,enfado
estigma,asco
estigma,miedo
estigma,negativo
estigma,tristeza
estilo,positivo
estima,alegría
estima,positivo
estima,tristeza
estima,confianza
estimular,miedo
estocada,sorpresa
estómago,asco
estorbador,negativo
estorbador,tristeza
estornudar,asco
estornudar,negativo
estornudar,sorpresa
estragos,enfado
estragos,miedo
estragos,negativo
estrangular,enfado
estrangular,asco
estrangular,miedo
estrangular,negativo
estrangular,tristeza
estrangular,sorpresa
estratega,anticipación
estratega,positivo
estratega,confianza
estratégico,positivo
estrecheces,miedo
estrecheces,negativo
estrecho,negativo
estrella,anticipación
estrella,alegría
estrella,positivo
estrella,confianza
estrellada,anticipación
estrellada,alegría
estrellada,positivo
estrellado,anticipación
estrellado,alegría
estrellado,positivo
estremecimiento,miedo
estremecimiento,negativo
estreñimiento,asco
estreñimiento,negativo
estrés,negativo
estridente,negativo
estridente,enfado
estridente,miedo
estridente,negativo
estridente,sorpresa
estructura,positivo
estructura,confianza
estructural,confianza
estruendo,negativo
estudiar,positivo
estupendo,tristeza
estúpida,negativo
estúpida,enfado
estúpida,asco
estúpida,negativo
estupidez,negativo
estúpido,negativo
estúpido,enfado
estúpido,asco
estúpido,negativo
estupor,negativo
esvástica,enfado
esvástica,miedo
esvástica,negativo
etéreo,miedo
eterno,positivo
eterno,anticipación
eterno,alegría
eterno,positivo
eterno,tristeza
eterno,confianza
ética,positivo
ético,positivo
etiqueta,confianza
eutanasia,miedo
eutanasia,negativo
eutanasia,tristeza
evacuación,negativo
evacuar,miedo
evacuar,negativo
evadir,enfado
evadir,asco
evadir,miedo
evadir,negativo
evaluación,sorpresa
evaluación,confianza
evanescencia,tristeza
evanescencia,sorpresa
evangelio,positivo
evangelio,confianza
evasión,miedo
evasión,negativo
evasión,tristeza
eventual,anticipación
eventualidad,anticipación
eventualidad,miedo
evidente,enfado
evidente,asco
evidente,negativo
evidente,positivo
evidente,confianza
evitación,miedo
evitación,negativo
evitando,miedo
evitar,miedo
evitar,negativo
evitar,enfado
evitar,negativo
evitar,tristeza
evitar,miedo
evolución,positivo
exacción,negativo
exacerbación,enfado
exacerbación,miedo
exacerbación,negativo
exacerbar,negativo
exactitud,confianza
exageración,anticipación
exageración,negativo
exagerada,negativo
exagerado,negativo
exagerar,enfado
exagerar,negativo
exagerar,negativo
exaltación,alegría
exaltación,positivo
exaltación,confianza
exaltada,alegría
exaltada,positivo
exaltada,alegría
exaltada,positivo
exaltada,confianza
exaltado,alegría
exaltado,positivo
exaltado,alegría
exaltado,positivo
exaltado,confianza
exaltar,anticipación
exaltar,alegría
exaltar,positivo
exaltar,confianza
examen,miedo
examen,negativo
examen,sorpresa
examen,negativo
exasperación,enfado
exasperación,asco
exasperación,negativo
excavación,anticipación
excavación,negativo
excavación,sorpresa
exceder,anticipación
exceder,alegría
exceder,positivo
exceder,anticipación
exceder,positivo
excelencia,asco
excelencia,alegría
excelencia,positivo
excelencia,confianza
excelente,alegría
excelente,positivo
excelente,confianza
excepcional,alegría
excepcional,negativo
excepcional,positivo
excesivo,asco
excesivo,negativo
exceso,negativo
exceso,asco
exceso,negativo
excitable,positivo
excitación,enfado
excitación,anticipación
excitación,miedo
excitación,alegría
excitación,positivo
excitación,sorpresa
excitar,enfado
excitar,anticipación
excitar,miedo
excitar,alegría
excitar,positivo
excitar,sorpresa
exclamar,sorpresa
excluida,asco
excluida,negativo
excluida,tristeza
excluido,asco
excluido,negativo
excluido,tristeza
exclusión,asco
exclusión,miedo
exclusión,negativo
exclusión,tristeza
excluyendo,negativo
excluyendo,tristeza
excoriación,negativo
excreción,asco
excremento,asco
excremento,negativo
excrementos,asco
excrementos,negativo
excusa,negativo
excusada,anticipación
excusada,miedo
excusada,negativo
excusada,sorpresa
excusado,anticipación
excusado,miedo
excusado,negativo
excusado,sorpresa
exención,positivo
exhaustivo,positivo
exhaustivo,confianza
exhortación,positivo
exhortar,positivo
exigente,negativo
exigente,negativo
exigente,anticipación
exigente,asco
exigente,miedo
exigente,negativo
exigente,sorpresa
exigente,asco
exigente,negativo
exilio,enfado
exilio,miedo
exilio,negativo
exilio,tristeza
existencia,positivo
éxito,anticipación
éxito,alegría
éxito,positivo
exitoso,anticipación
exitoso,alegría
exitoso,positivo
exitoso,confianza
exorcismo,miedo
exorcismo,negativo
exorcismo,tristeza
exótico,positivo
expatriada,negativo
expatriado,negativo
expectante,anticipación
expectativa,anticipación
expectativa,anticipación
expectativa,positivo
expedición,anticipación
expedición,positivo
experimentada,positivo
experimentada,confianza
experimentado,positivo
experimentado,confianza
experimentar,anticipación
experimentar,sorpresa
experto,positivo
experto,confianza
experto,alegría
experto,positivo
experto,sorpresa
experto,confianza
experto,positivo
expiación,positivo
expiar,anticipación
expiar,alegría
expiar,positivo
